text,sentiment
COVID-19 is too small to be stopped by even an N-95 mask!!  Let alone a surgical mask!!  Facts tell a different story than you hear from MSM!!,neg
"Last night, some old white man at the gas station told me I didn’t need my mask to go inside but then reminded me that black people are dying at alarming rates from COVID-19.",neg
"""Precautions is better than cure"" 😅👌
Helmet is better than face shield &amp; mask more secure from #coronavirus
@CSMIA_Official @CMOMaharashtra @PMOIndia @airvistara pax 👌
#IndiaFightsCorona
#COVID__19  pic.twitter.com/5DcSoabxb0 – at Chhatrapati Shivaji International Airport",pos
"2) An INFECTED person who is WEARING A MASK will only infect 15% of those not wearing masks, and <5% of those wearing masks.  That is why the governor ordered that everyone MUST wear a mask in public.  Those of us at high risk of death from COVID-19 need you to wear masks!",neg
Our hopes of getting through #Covid_19 with as few deaths as possible became a pipe dream the second mask-wearing became an easy way to publicly display your political ideology (aka your identity). I don't see how we come back from that.  https://twitter.com/alex_burness/status/1265299526941802498 …,pos
"Ppl are losing it over fear of a overblown virus with 99% recovery rate for not wearing a mask that says on the box that it does not provide protection from covid 19, any viruses, or containments. Playing right into the nwo’s hands.  https://twitter.com/TeaBoots/status/1265289043031527424 …",neg
"Where's your proof? Show us all where it states that wearing a cloth mask blocks the COVID-19 virus from entering your nose/mouth.
Then share with us your research on how small the virus is.
Then share the effects of CO2 poisoning.

Do your homework before you speak.",neg
"You use them in construction to protect your lungs from air particals. 

Not a virus.

COVID-19 is like 60mn

N95 mask filter is about 125-150nm.

The CDC even said mask actually can make you more prone to getting COVID due to restriction on your breathing due to masks.",pos
"Even before the Covid 19, I suffered from it & still do. Don't let it rule you. Just try to go back when it is quieter and in these times wear a face mask & gloves, more psychological than anything, but it does help & if you can afterwards take deep breaths to help calm you down",pos
Year's from now you'll hear if you were alive during COVID 19 and wearing a mask. You can be compensated for.........,pos
"Who is we the people? Just you two, because I agree we social distancing, wearing a mask etc. I had someone close die from COVID-19, did you? Probably not.",neg
Terra State Community College in Ohio is installing touchless multi #biometric devices with thermal and mask detection from ZKTecoUSA to reduce the risk of COVID-19 transmission and secure access control.  https://www.biometricupdate.com/202005/thermal-cameras-with-facial-biometrics-deployed-by-zkteco-partner-launched-by-platinum-cctv …,pos
"Narratives and actions taken during the Covid-19 pandemic are all political no matter which side of the isle they come from.  The ""mask"" narrative"" is on of the biggest.  Feel good placebo.  The masks do not protect. Good thing we don't really need them @americanewsroom",neg
"Brit, aren’t u a man of intellect? Regardless of the aesthetics, the mask protects others from COVID-19, a disease that has killed almost 100,000 Americans. If we all wore masks, every1 would be protected. Do u really want 2make light of this, even to Ignorant Trump supporters?",pos
"i have a new weed-out question for online dating and it's ""did you wear a mask outside during the COVID-19 pandemic"" and if not it's an automatic no from me",neg
"@realDonaldTrump Hey there. Seems like you are in need again. A simple fact is that all the testing in the world wont stop you from getting Covid-19, but a mask might. Something to think sbout.",pos
"Should Your Child Wear a Mask to Protect Against COVID-19?  https://wb.md/3cZuNGY  from @WebMD
Good read . Recommendations are similar to those for adults.",pos
If someone spreads Covid-19 by not wearing a mask and someone dies from it should they be charged with involuntary manslaughter?,neg
"You and everybody in the internet than suffered immense loss from Covid 19 and that’s unfortunate. 
Me wearing a mask not gonna make that situation better & wont prevent any one else from dying or even getting sick. If anything does wearing a mask just increasing their chances",neg
Terra State Community College in Ohio is installing touchless multi #biometric devices with thermal and mask detection from @ZKTecoUSA to reduce the risk of COVID-19 transmission and secure access control.  https://www.biometricupdate.com/202005/thermal-cameras-with-facial-biometrics-deployed-by-zkteco-partner-launched-by-platinum-cctv …,pos
software: Apple’s iOS 13.5 upgrade is to speed up ‘access to the passcode field’ on devices with Face ID when your face mask is worn and introduces the ‌Exposure Notification‌ API to support COVID-19 contact tracing apps from public health authorities.,pos
"Wearing a mask in public is about respecting and protecting those around you. Like @KDHE @SecNorman says: My mask protects you, your mask protects me. Let's do our part to keep all those around us safe from COVID-19. #WearAMask",pos
"1. That is not the correct mask to wear for particulate. With drywall, you wear an N-95 mask. That is a surgical mask
2. COVID-19 is spread by droplets. The purpose of the mask is to prevent asymptomatic people from introducing droplets containing the virus into the environment",pos
".
COVID-19 LEPER vs WEAR MASK
If you don't wear a mask you are a Covid-19 Leper possibly spreading deadly virus disease. Smart people will stay away from you to stay alive. Those refusing to wear mask should be banished to a Covid-19 Leper State where only Covid-19 Leper's live.  pic.twitter.com/QQ7fBJfCEO",pos
"@smerconish 
The launch will serve as a diversion from COVID-19, thus POTUS attending.  Think he'll wear a mask? Nope!",pos
"@narendramodi respected sir
Please be rigid on social distance 
Mask gloves sanitizer n open all shops orelse people would be saved from covid 19 but die out of starvation 
Do not take it lightly please.
regards
Thanks",pos
"Whitlock, it takes about 10 seconds to put on a mask to protect others from your droplets.  Hopefully, others will do the same to protect you.  In the meantime, it's taken you a lifetime to drop weight.  You really think your current immune system can do battle with Covid-19? Smh",pos
"Trump requires everyone who comes near him to get tested for COVID-19 every day. He also requires them to wear a mask, and he takes medicine he believes protects him from the virus. If he really believed there is no risk, he would be out campaigning and shaking hands. #TrumpLies",neg
"Tell Trent that there is zero evidence that wearing masks saves lives. Here is video of WHO admitting there is no evidence that wearing masks saves lives & the ""warning"" on mask box that masks do not protect you from Covid-19
 https://www.youtube.com/watch?v=Ded_AxFfJoQ&feature=youtu.be&t=19 … pic.twitter.com/iGKt9Evj4z",neg
*sigh* yes sweetie. We know the virus is smaller than respiratory droplets. No one is saying the mask is going to stop COVID-19....it just stops your fucking respite droplets from being airborne. For fucks sake man,neg
"In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.

 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
"COVID 19 IS REAL;

COVID19: Most people with COVID-19 may not show any signs but can still spread the disease. Protect yourself: stay 2 metres away from the next person and use a mask
@bgalimi @SpokesmanBornoG @Habuhk4 @WHO @daily_trust pic.twitter.com/MQ4u1ulLQn",pos
"In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.
 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
According the @CDCgov guidelines people needs to wear a clothing mask to lower the spread of COVID-19. About 50% of people with COVID-19 show no symptoms and warning a mask protect us from getting it and  to slow the virus!  I believe is science,neg
We can each help flatten the curve of COVID-19 and protect our health. Wash your hands regularly with soap and water for at least 20 seconds. Wear a cloth face mask when out in public. Avoid unnecessary outings. Learn more from @CDCgov at  https://bit.ly/2TX2ph9 . pic.twitter.com/omLsCjmC1c,pos
"Now is not the time to stop wearing a mask and protecting your family, friends, and self from covid-19.  pic.twitter.com/6TLo1xqx10",pos
"You know, I would have done anything to bring my dead cousin back -- wear a mask, wash my hands, social distancing... BUT HE'S DEAD FROM TAKING CARE OF COVID-19 PATIENTS! NOT A STATISTIC!!! HE WAS A HUMAN BEING WHO WAS LOVED AND SERVED OTHERS!!!",pos
"COVID19: Most people with COVID-19 may not show any signs but can still spread the disease. Protect yourself: stay 2 metres away from the next person and use a mask
#COVID19
#BSFWHO_campaign
#SNTZ050303 pic.twitter.com/ANJxb4eXl9",pos
"@NitishKumar @BJP4Bihar @SushilModi @MukhiyaSangh Hi Every one this is Sandeep Singh from Rohtas Bihar. Here in my Village Mukhiya is not spending any single rupees for COVID-19.
No Sanitizing No hand wash No Mask..
Budhwal panchayat. 
Mukhiya name - Birendra Singh. 
Need action",neg
